Channel_Owner,Link,Title,likes,ThumbNail,Comments_Cnt,Comment_Users_lst,GLink
Krish Naik,https://www.youtube.com/watch?v=FzwJoHawwwI,How 5 Years Career Gap Student Made A Transition to Data Science- Ft: @iNeuron Intelligence,219,https://i.ytimg.com/vi/FzwJoHawwwI/maxresdefault.jpg,48 Comments,"['Krish Naik', 'Samar Ali', 'Learner', 'Preeti Gupta', 'Ding Ding', 'Algocoholic', 'pandurang bhosale', 'Karthik Balasubramania', 'anil kumar', 'Rishabh kumar', 'rahul harshawardhan', 'Ajai AR', 'Raunak Ak', 'Himanshu Singh', 'Raunak Ak', 'Abdullah ansari food 2021', 'Amita Sri', 'Rishi Raj', 'Zaid Siddiqui', 'Ding Ding', 'Imran Roshan', 'Raunak Ak', 'Imran Roshan', 'Nawal Kishor']",https://drive.google.com/file/d/1tJboab-HVBl5DPunnUCzdBBav89L44lF/view?usp=drivesdk
